line_id,speaker,type,text
1347,CLAIRE,dialogue,_    join.
1348,WARNER,dialogue,He tried to watch me take'a shower!
1349,WARNER,dialogue,Sarah looks at Elle.
1350,SARAH,dialogue,The answer is no.
1351,SARAH,dialogue,"Warner looks at her, feeling guilty. He shrugs an ""I'm"
1352,SARAH,dialogue,"sorry"", but Elle's perkiness has gone."
1355,(CONTINUED),dialogue,"She gathers up her muffins and stands, clutching the basket"
1356,(CONTINUED),dialogue,to her chest as she goes.
1357,ELLE,dialogue,Then I guess I'll leave you alone.
1358,ELLE,dialogue,"She walks away, completely deflated, passing by the RAGING"
1359,ELLE,dialogue,FEMINIST STUDY GROUP. Enid calls out.
1360,ENID,dialogue,Maybe there's a sorority you could join
1361,ENID,dialogue,instead.
1362,ENID,dialogue,Elle stops and looks at her.
1363,ELLE,stage_direction,(to Enid)
1364,ELLE,dialogue,"You know, if you'd come to a Rush party,"
1365,ELLE,dialogue,I would've at least been nice to you.
1366,ENID,dialogue,Before you voted against me and called me
1367,ENID,dialogue,a dyke behind my back?
1368,ELLE,dialogue,I don't use that word. Only mean people
1369,ELLE,dialogue,use that word. You must've heard it from
1370,ELLE,dialogue,Sarah.                     .
1371,ELLE,dialogue,"She looks back at Warner's table and walks off. As she does.,"
1372,ELLE,dialogue,she's nearly mowed down by a gaggle of NERDS led by DORKY
1373,ELLE,dialogue,"DAVID, who knock the muffins out of her hands. She stands"
1374,ELLE,dialogue,"there, even more depressed."
1375,ELLE,dialogue,51   INT. ELLE'S DORM ROOM - DAY - LATER                              51
1376,ELLE,dialogue,"Elle sinks down onto her bed, deflated.    She picks up the"
1377,ELLE,dialogue,phone and dials.
1378,ELLE,dialogue,52   INT. BRIDAL SHOP - DAY                                           52
1379,ELLE,dialogue,"Serena, with a new hairdo, and Margot are surrounded by"
1380,ELLE,dialogue,wedding dresses. Margot talks on her cell phone. We
1381,MARGOT,stage_direction,(to Serena)
1382,MARGOT,dialogue,It's Elle!
1383,MARGOT,stage_direction,(into phone)
1384,MARGOT,dialogue,Guess what I ' m doing right this second?
1385,ELLE,dialogue,Power yoga?
1388,MARGOT,dialogue,Picking out my wedding dress!
1389,ELLE,dialogue,What?!
1390,MARGOT,dialogue,Josh proposed!
1391,ELLE,stage_direction,(startled)
1392,ELLE,dialogue,N o way --
1393,ELLE,dialogue,Serena grabs the phone.
1394,SERENA,stage_direction,(into phone)
1395,SERENA,dialogue,;;po you have The Rock yet?
1396,SERENA,dialogue,Elle lies.
1397,ELLE,dialogue,Almost.
1398,SERENA,dialogue,"Well, hurry up so you can come home!   We"
1399,SERENA,dialogue,miss you!
1400,ELLE,dialogue,I miss you guys! The people here are so
1401,ELLE,dialogue,vile! Hardly anyone even talks to me
1402,ELLE,dialogue,unless it's to say something that's not
1403,ELLE,dialogue,nice. Law school sucks!
1404,SERENA,dialogue,"Oh, my God!   I completely forgot to tell"
1405,SERENA,dialogue,you!
1406,ELLE,dialogue,What?
1407,SERENA,dialogue,I got bangs!
1408,ELLE,stage_direction,(hurt and annoyed)
1409,ELLE,dialogue,Re a ll y --
1410,ELLE,dialogue,Margot grabs the phone back.
1413,MARGOT                              :,stage_direction,(into phone)
1414,MARGOT                              :,dialogue,Keep June first open -- you're one of my
1415,MARGOT                              :,dialogue,bridesmaids. And give Warner our love.
1416,ELLE,dialogue,Iwl.
1417,ELLE,dialogue,il.   .    .
1418,ELLE,dialogue,Margot hangs up and Elle follows suit.      Even more deflated.
1419,ELLE,dialogue,53   INT. ELLE'S DORM - HALLWAY - DAY - SAME TIME                        53
1420,ELLE,dialogue,"Sarah and Claire walk past Elle's room, the door of which is"
1421,ELLE,dialogue,ajar.
1422,SARAH,dialogue,It's not just any Halloween party. It's a
1423,SARAH,dialogue,"""Come as Your Favorite Defendant"" party."
1424,CLAIRE,dialogue,That-'s genius.
1425,CLAIRE,dialogue,Elle pops her head out of the room.
1426,ELLE,stage_direction,(excited)
1427,ELLE,dialogue,No way! Someone at this school is
1428,ELLE,dialogue,actually having a party?
1429,ELLE,dialogue,Sarah and Claire turn around.      Elle's face falls when she
1430,ELLE,dialogue,sees that it's them.
1431,SARAH,dialogue,No.
1432,CLAIRE,dialogue,You must've heard us wrong.
1433,SARAH,dialogue,Sorry. Looks like you'll be staying home
1434,SARAH,dialogue,ton ig ht. Alone.
1435,SARAH,dialogue,"They continue on as Elle goes back into her room, snubbed."
1436,SARAH,dialogue,54   INT. ELLE'S DORM ROOM - CONTINUOUS                                  54
1437,SARAH,dialogue,Elle shuts the door behind her and looks at Underdog.
1438,ELLE,dialogue,I can't believe this. Not only do I not
1439,ELLE,dialogue,"have Warner, but I ' m --unpopular!"
1440,ELLE,dialogue,The realization hits her hard. Underdog barks.       She looks at him.
1444,ELLE,stage_direction,(continuing)
1445,ELLE,dialogue,But I wasn't invited.
1446,ELLE,dialogue,He barks again.
1447,ELLE,stage_direction,(continuing)
1448,ELLE,dialogue,You really think I should?
1449,ELLE,dialogue,55   EXT. OFF-CAMPUS HOUSE - PORCH - NIGHT                           55
1450,ELLE,dialogue,Two feet in high heels and fishnet hose stride purposefully
1451,ELLE,dialogue,up the sidewalk.                                    .
1452,ELLE,dialogue,A perfect butt wearing a bunny tail wiggles up the steps.
1453,ELLE,dialogue,56   INT. OFF-CAMPUS HOUSE - NIGHT                                   56
1454,ELLE,dialogue,A party filled with people who are no fun to party with.
1455,ELLE,dialogue,NAMETAGS denote which famous defendant everyone is dressed as.
1456,ELLE,dialogue,"Menenedez's, Tonya Harding's, and Buttafuco's pepper the room."
1457,ELLE,dialogue,"Elle, decked out in a Playboy Bunny costume -- looking sexy"
1458,ELLE,dialogue,as hell -- strides in. People roll their eyes and ignore
1459,ELLE,dialogue,her. Elle continues on.
1460,ELLE,dialogue,"NEARBY -- Enid, dressed as Lizzie Borden, axe in hand/ is in"
1461,ELLE,dialogue,the midst of a tirade against some guy dressed like William
1462,ELLE,dialogue,Kennedy Smith.
1463,ENID,dialogue,The English language is all about subliminal
1464,ENID,dialogue,"domination. Take the word ""semester"". It's a"
1465,ENID,dialogue,perfect example of this school's
1466,ENID,dialogue,discriminatory preference of semen to
1467,ENID,dialogue,ovaries. That's why I ' m petitioning to have
1468,ENID,dialogue,next term be referred to as Winter Ovester.
1469,ENID,dialogue,"The guy backs up in fright. As Elle passes, Enid looks over."
1470,ENID,stage_direction,(continuing)
1471,ENID,dialogue,"Hey , Elle-- I've been meaning to ask you"
1472,ENID,stage_direction,(re her boobs)
1473,ENID,dialogue,are those real?
1474,ENID,dialogue,Elle snorts.
1475,ELLE,dialogue,"Enid, please -- silicone is so 90's."
1478,(CONTINUED),dialogue,She keeps walking.
1479,(CONTINUED),dialogue,57   INT. INTO THE LIVING ROOM - AT THE BAR -CONTINUOUS                 57
1480,(CONTINUED),dialogue,Sa rah -- dressed as Hester Prynne -- and Claire --as Joan of
1481,(CONTINUED),dialogue,Arc -- sip wine.
1482,ELLE,stage_direction,(continuing; sarcastic)
1483,ELLE,dialogue,"Thanks for inviting me, girls. This party"
1484,ELLE,dialogue,is super fun.
1485,ELLE,dialogue,"They roll their eyes, checking out her Bunny costume."
1486,SARAH,dialogue,You're supposed to be dressed as a famous
1487,SARAH,dialogue,defendant.
1488,SARAH,dialogue,Elle smiles at Sarah.
1489,ELLE,dialogue,I am. Didn't you hear about the Playboy
1490,ELLE,dialogue,Bunny who slit her ex- boyfriend's new
1491,ELLE,dialogue,fiancee's throat with a broken wine
1492,ELLE,dialogue,glass? It was tragic.
1493,ELLE,dialogue,She grabs a glass of wine and moves on.
1494,ELLE,dialogue,58   EXT. OFF-CAMPUS HOUSE - BACK PORCH - NIGHT                         58
1495,ELLE,dialogue,Elle walks onto the back porch and finds Warner --dressed as
1496,ELLE,dialogue,"O.J. in a USC football uniform, number 32, with a ball and"
1497,ELLE,dialogue,chain on his foot.
1498,ELLE,dialogue,"Hey, O.J."
1499,ELLE,dialogue,"Warner turns. He looks around for Sarah.      Not seeing her, he"
1500,ELLE,dialogue,"smiles at Elle, admiring her costume."
1501,WARNER,dialogue,Wow.    You're a walking felony.
1502,ELLE,dialogue,Thank you.     Having fun?
1503,WARNER,stage_direction,( c h e c k i n g her out)
1504,WARNER,dialogue,Now I am.
1507,ELLE,stage_direction,(flirty)
1508,ELLE,dialogue,I feel like we've barely spent any time
1509,ELLE,dialogue,together since we got here.
1510,WARNER,dialogue,That's because I spend all my time with
1511,WARNER,dialogue,case studies and hypos.
1512,ELLE,dialogue,Tell me about it. I can't imagine doing
1513,ELLE,dialogue,all this and Donovan's internship next
1514,ELLE,dialogue,year.
1515,WARNER,stage_direction,(scoffing)
1516,WARNER,dialogue,"Elle, c'mon, there's no way you'll get"
1517,WARNER,dialogue,the grades to qualify for one of those
1518,WARNER,dialogue,spots . You're not smart enough.
1519,WARNER,dialogue,She can't believe he's saying this.   He realizes he's gone
1520,WARNER,dialogue,"too far, and back-pedals."
1521,WARNER,stage_direction,(continuing)
1522,WARNER,dialogue,I didn't mean --
1523,ELLE,stage_direction,(cutting him off)
1524,ELLE,dialogue,"Am I on glue, or did I not get into the"
1525,ELLE,dialogue,"same law school you did, Warner?"
1526,WARNER,stage_direction,(covering)
1527,WARNER,dialogue,"We ll , yeah, but --"
1528,ELLE,dialogue,"But what? We took the same LSAT, we take"
1529,ELLE,dialogue,th e same classes --
1530,WARNER,dialogue,I just don't want to see you get your
1531,WARNER,dialogue,hopes up. You know how you get.
1532,WARNER,dialogue,She stares at him.   Realizing the awful truth.
1533,ELLE,dialogue,"I'11 never be good enough for you, will"
1534,I?,dialogue,"When he doesn't answer, she walks back into the house."
1536,I?,dialogue,59   INT. OFF-CAMPUS HOUSE - KITCHEN - NIGHT -SAME TIME                  59
1537,I?,dialogue,One of them holds a salad
1538,I?,dialogue,A group of tipsy ILs stand around.
1539,I?,dialogue,bowl filled with cash.
1540,ENID,dialogue,I give her two more weeks.
1541,ENID,dialogue,She throws a twenty into the bowl.      '     .   .
1542,DORKY DAVID,dialogue,Two and a half?
1543,DORKY DAVID,dialogue,He throws in his twenty as well.
1544,SARAH,dialogue,"If she spreads her legs, maybe --"
1545,ARROGANT AARON,stage_direction,(adjusting his crotch)
1546,ARROGANT AARON,dialogue,Only if I ' m feeling generous.
1547,ELLE (O.S.),dialogue,What is this?
1548,ELLE (O.S.),dialogue,They turn around to find Elle standing there.
1549,CLAIRE,dialogue,We're betting on how much longer you're
1550,CLAIRE,dialogue,going to last.
1551,ELLE,stage_direction,(stung)
1552,ELLE,dialogue,What?
1553,SARAH,dialogue,"Look around, Elle.      Do you actually think"
1554,SARAH,dialogue,you belong here?
1555,SARAH,dialogue,They all stare at her.
1556,ELLE,stage_direction,(hurt)
1557,ELLE,dialogue,Why wouldn't I?
1558,ENID,dialogue,Because the rest of us provide some
1559,ENID,dialogue,worthwhile value to society?
1560,ARROGANT AARON,dialogue,"Hold on, now -- every society needs a"
1561,ARROGANT AARON,dialogue,bimbo. Who are we supposed to sleep with
1562,ARROGANT AARON,dialogue,after we get rich?
1565,(CONTINUED),dialogue,Elle looks like she's been slapped. The others laugh at
1566,(CONTINUED),dialogue,Aaron's esteemed wit.
1567,ELLE,dialogue,You know what? All of you can just kiss
1568,ELLE,dialogue,my ass.
1569,ELLE,dialogue,She yanks off her Bunny tail and throws it at them. Hurt and
1570,ELLE,dialogue,anger in her eyes. Then walks out of the room.
1571,'                          ELLE,stage_direction,(continuing; to herself)
1572,'                          ELLE,dialogue,You're about to see just how valuable
1573,'                          ELLE,dialogue,Elle Woods can be.
1574,'                          ELLE,dialogue,She stomps out of the house.
1575,'                          ELLE,dialogue,A GIRL-POWER SONG STARTS TO PLAY AS A MONTAGE BEGINS:
1576,'                          ELLE,dialogue,60   INT. HARVARD BOOKSTORE - NIGHT                                    60
1577,'                          ELLE,dialogue,A hot pink laptop is yanked off the shelf.
1578,CUT TO:,dialogue,"Elle, still in her Bunny suit, minus the tail, stands in"
1579,CUT TO:,dialogue,"line, paying for the laptop. People gape at her, but she's"
1580,CUT TO:,dialogue,oblivious in her resolve.
1581,CUT TO:,dialogue,"EMMETT walks up behind her in line.   He clears his throat,"
1582,CUT TO:,dialogue,trying not to look at her costume.
1583,CUT TO:,dialogue,"Elle turns, seeing him."
1584,ELLE,dialogue,Don't ask.
1585,EMMETT,dialogue,Wasn't gonna.                                -
1586,EMMETT,dialogue,She marches off.   Laptop in hand.
1587,EMMETT,dialogue,61   INT. ELLE'S DORM ROOM - NIGHT                                     61
1588,EMMETT,dialogue,"A pony-tailed Elle types a brief, coffee next to her."
1589,EMMETT,dialogue,"Underdog sleeps nearby, belly-up. Legs twitching in a"
1590,EMMETT,dialogue,"nightmare. Typing furiously, Elle breaks a nail, then"
1591,EMMETT,dialogue,"struggles to forge on, despite her instinct to stop and"
1592,EMMETT,dialogue,repair it.
1594,EMMETT,dialogue,62   INT. LAW LIBRARY - DAY                                           62
1595,EMMETT,dialogue,Elle -- arms full of books -- walks past the Warner/Sarah
1596,EMMETT,dialogue,"study group. Sarah and Claire scowl at her, but Elle passes"
1597,EMMETT,dialogue,with her head held high.
1598,EMMETT,dialogue,63   INT. STUDY LOUNGE - DAY                                          63
1599,EMMETT,dialogue,Enid is surrounded by study materials and notecards. When
1600,EMMETT,dialogue,"she gets up to use the ladies' room, Elle casually walks over"
1601,EMMETT,dialogue,and slips a notecard into the middle of Enid's stack. Then
1602,EMMETT,dialogue,quickly walks on. '
1603,EMMETT,dialogue,64   INT. BEAUTY OASIS - DAY                                          64
1604,EMMETT,dialogue,Pau lett e quizzes Elle from a law textbook as her nails dry.
1605,EMMETT,dialogue,"As she waits for Elle's answer, Paulette showers Underdog"
1606,EMMETT,dialogue,"with kisses, showing him pictures of Rufus."
1607,EMMETT,dialogue,65   INT.   CRIMINAL LAW CLASS - DAY                        ..        65
1608,EMMETT,dialogue,Donovan is in the midst of a lecture.     He points at Elle.
1609,PROFESSOR DONOVAN,dialogue,"And the purpose of ""diminished capacity"""
1610,PROFESSOR DONOVAN,dialogue,is?
1611,PROFESSOR DONOVAN,dialogue,"She swallows nervously, then speaks."
1612,ELLE,dialogue,To negate mens rea?
1613,ELLE,dialogue,Donovan nods affirmatively and continues.      Elle hides a
1614,ELLE,dialogue,smile.
1615,ELLE,dialogue,66   INT. LAW LIBRARY - NIGHT                                         66
1616,ELLE,dialogue,"Elle reaches for a book on a high shelf, but she's not tall"
1617,ELLE,dialogue,enough. She tries a running start and leaps for it. Still
1618,ELLE,dialogue,missing it.
1619,ELLE,dialogue,"FROM THE LEFT, she runs and leaps again, missing again."
1620,ELLE,dialogue,"FROM THE RIGHT, she runs and leaps again, missing again."
1621,ELLE,dialogue,Dorky David walks up and sets down a step-stool at her: feet.
1622,ELLE,dialogue,"Now winded, she smiles her thanks, stepping up to retrieve"
1623,ELLE,dialogue,her book.
1625,ELLE,dialogue,67   INT. STUDY LOUNGE - DAY                                        67
1626,ELLE,dialogue,"Enid flips through her notecards, memorizing, when she comes"
1627,ELLE,dialogue,"upon a picture of a NAKED MAN. Oh, the horror. She throws it"
1628,ELLE,dialogue,down in disgust as if her eyes have been burned.
1629,ELLE,dialogue,"Looking around, Enid sees Elle smiling and waving at her from"
1630,ELLE,dialogue,across the room.
1631,ELLE,dialogue,68   INT. LAW LIBRARY - DAY                                         68
1632,ELLE,dialogue,"Elle walks past Arrogant Aaron, as he sleeps at his study"
1633,ELLE,dialogue,"cubicle, head back on the chair."
1634,ELLE,dialogue,"She stops, backs up, and waves her hand over his face. When"
1635,ELLE,dialogue,"he doesn't stir, she takes a magic marker out of her knapsack"
1636,ELLE,dialogue,and leans over to write something on his forehead.
1637,NARRATOR,scene_heading,INT. ELLE1S DORM ROOM - DAY
1639,NARRATOR,scene_description,Elle works out on her Elliptical Crosstrainer as she listens
1640,NARRATOR,scene_description,to a lecture tape and watches Court TV on mute.
1641,LECTURER (V.O.),dialogue,"""A failure to act can constitute the actus reus for"
1642,LECTURER (V.O.),dialogue,accomplice liability if the defendant has the legal duty to
1643,LECTURER (V.O.),dialogue,"intervene, but fails to do so."""
1644,LECTURER (V.O.),dialogue,70   INT. LAW LIBRARY - DAY                                         70>
